idno,author-short,title-short,year,country,narrative-perspective,subgenre-theme,subgenre-current,subgenre-novela,tokens
nh0135,ZambranaVazquezF,Francisco,1873,Cuba,heterodiegetic,novela de costumbres,novela realista,novela,36604
nh0142,OlavarriaFerrariE,TalamoHorca,1868,Mexico,heterodiegetic,novela histórica,other,novela,157266
nh0143,OlavarriaFerrariE,VenganzaRemordimiento,1869,Mexico,heterodiegetic,novela histórica,other,novela,151801
nh0144,CuellarJT,IsolinaExFigurante,1871,Mexico,heterodiegetic,novela de costumbres,other,novela,69206
nh0148,OcantosCM,EntreLuces,1892,Argentina,heterodiegetic,novela política,novela realista,none,75245
nh0151,GuadalajaraJR,AmaliaPaginas,1891,Mexico,autodiegetic,novela sentimental,other,none,36956
nh0161,LopezVF,GranSemana,1896,Argentina,autodiegetic,novela histórica,other,none,20770
nh0162,PazI,AmorDeViejo,1874,Mexico,heterodiegetic,novela sentimental,other,novela,19325
nh0165,SaladoAlvarezV,RanasRey,1903,Mexico,autodiegetic,novela histórica,novela realista,none,58901
nh0167,PinaR,Geronimo,1856,Cuba,heterodiegetic,novela moralista,other,novela,85341
nh0172,LarrosaAnsaldoL,Lujo,1889,Argentina,heterodiegetic,novela de costumbres,other,novela,39528
nh0173,CamposRM,ClaudioOronoz,1906,Mexico,homodiegetic,novela de la ciudad,other,novela,63347
nh0174,RabasaE,CuartoPoder,1888,Mexico,autodiegetic,novela política,novela realista,novela,39206
nh0175,RabasaE,MonedaFalsa,1888,Mexico,autodiegetic,novela política,novela realista,none,47910
nh0182,AnconaE,MemoriasAlferez,1904,Mexico,autodiegetic,novela histórica,other,novela,124274
nh0183,RiveraYRioJ,DramasNuevaYork,1869,Mexico,heterodiegetic,novela sentimental,other,novela,175143
nh0188,VillaverdeC,Historia habanera,1840,Cuba,heterodiegetic,novela sentimental,other,none,68339
nh0189,HolmbergEL,TipoOriginal,1879,Argentina,autodiegetic,novela científica,other,none,39549
nh0190,GamboaF,Apariencias,1892,Mexico,heterodiegetic,novela social,other,none,109540
nh0198,RabasaE,GranCiencia,1887,Mexico,autodiegetic,novela política,novela realista,novela,39710
nh0202,LopezPortilloJ,Precursores,1909,Mexico,heterodiegetic,novela sentimental,novela realista,novela,146259
nh0204,AzuelaM,Fracasados,1908,Mexico,heterodiegetic,novela política,novela realista,none,43221
nh0208,SanchezMarmolM,AntonPerez,1903,Mexico,heterodiegetic,novela histórica,novela realista,novela,55622
nh0210,ZayasEnriquezR,Teniente,1902,Mexico,heterodiegetic,novela histórica,novela realista,novela,62052
nh0214,ZentellaA,Perico,1885,Mexico,heterodiegetic,novela de costumbres,novela realista,novela,22593
nh0217,MendezCuencaL,EspejoAmarilis,1902,Mexico,heterodiegetic,novela de costumbres,other,novela,180344
nh0221,IglesiaA,Alondra,1897,Cuba,heterodiegetic,novela social,novela realista,novela,49828
nh0224,GutierrezE,Cuello,1880,Argentina,heterodiegetic,novela criminal,other,none,113882
nh0230,OcantosCM,Zaldivar,1888,Argentina,heterodiegetic,novela sentimental,novela realista,none,54823
nh0232,ParraP,Pacotillas,1900,Mexico,heterodiegetic,novela social,novela realista,novela,138974
nh0235,OcantosCM,Ginesa,1894,Argentina,heterodiegetic,novela social,novela realista,none,72786
nh0239,SanJuanM,Gobernador,1901,Mexico,heterodiegetic,novela política,novela realista,none,27133
nh0244,RoaBarcenaJM,QuintaModelo,1857,Mexico,heterodiegetic,novela política,other,novela,31596
nh0247,CabralJV,AmeliaFloriani,1887,Argentina,heterodiegetic,novela histórica,other,novela,172938
nh0254,GarciaVellosoE,Neurosis,1900,Argentina,heterodiegetic,novela sentimental,other,novela,15849
