idno,author-short,title-short,year,country,narrative-perspective,subgenre-theme,subgenre-current,subgenre-novela,tokens
nh0003,AltamiranoIM,Antonia,1872,Mexico,autodiegetic,novela sentimental,novela romántica,none,18017
nh0005,AltamiranoIM,Navidad,1871,Mexico,autodiegetic,novela de costumbres,novela romántica,none,17404
nh0007,AltamiranoIM,Zarco,1901,Mexico,heterodiegetic,novela histórica,novela romántica,none,50965
nh0009,GutierrezE,Rastreador,1886,Argentina,heterodiegetic,novela histórica,novela romántica,none,88720
nh0011,CambaceresE,Rumbo,1885,Argentina,heterodiegetic,novela social,novela naturalista,none,33544
nh0012,CambaceresE,Sangre,1887,Argentina,heterodiegetic,novela social,novela naturalista,none,40924
nh0013,MezaR,Carmela,1887,Cuba,heterodiegetic,novela sentimental,novela naturalista,none,50455
nh0019,GamboaF,Cerillos,1889,Mexico,heterodiegetic,novela social,novela naturalista,none,16898
nh0022,FriasH,Tomochic,1894,Mexico,heterodiegetic,novela histórica,novela naturalista,novela,61881
nh0026,AnconaE,Cruz,1866,Mexico,heterodiegetic,novela histórica,novela romántica,novela,102735
nh0028,MohrLA,AlbertoTrejo,1884,Argentina,heterodiegetic,novela psicológica,novela naturalista,none,40595
nh0029,SicardiF,Extrano,1894,Argentina,heterodiegetic,novela social,novela naturalista,none,99767
nh0030,SicardiF,Genaro,1895,Argentina,heterodiegetic,novela social,novela naturalista,none,48386
nh0031,SicardiF,Paloche,1899,Argentina,heterodiegetic,novela social,novela naturalista,none,57685
nh0032,SicardiF,Mendez,1897,Argentina,heterodiegetic,novela social,novela naturalista,none,72121
nh0033,SicardiF,Justicia,1902,Argentina,heterodiegetic,novela social,novela naturalista,none,66652
nh0034,CambaceresE,Musica,1884,Argentina,homodiegetic,novela sentimental,novela naturalista,none,40754
nh0038,ArgerichJA,Inocentes,1884,Argentina,heterodiegetic,novela social,novela naturalista,novela,76569
nh0039,CantiloJL,Quimera,1899,Argentina,heterodiegetic,novela de costumbres,novela naturalista,none,36161
nh0040,GutierrezJM,CapitanPatricios,1864,Argentina,heterodiegetic,novela histórica,novela romántica,none,16253
nh0053,GutierrezE,JuanMoreira,1880,Argentina,heterodiegetic,novela gauchesca,novela romántica,none,81953
nh0056,GutierrezE,MuerteHeroe,1886,Argentina,heterodiegetic,novela histórica,novela romántica,none,104443
nh0057,CambaceresE,Potpourri,1882,Argentina,autodiegetic,novela de costumbres,novela naturalista,none,50450
nh0058,DominguezS,Palomas,1886,Argentina,heterodiegetic,novela social,novela naturalista,none,37027
nh0059,PodestaMT,Irresponsable,1889,Argentina,autodiegetic,novela social,novela naturalista,none,45987
nh0060,MiroJM,Bolsa,1891,Argentina,heterodiegetic,novela social,novela naturalista,none,59537
nh0063,ZayasGuarnerosP,Herencias,1899,Mexico,heterodiegetic,novela de costumbres,novela romántica,novela,95614
nh0072,BarredaR,MisteriosCorazon,1875,Argentina,heterodiegetic,novela sentimental,novela romántica,none,82395
nh0074,GamboaF,UnoTantos,1889,Mexico,heterodiegetic,novela social,novela naturalista,none,18177
nh0076,HerediaN,Leonela,1893,Cuba,heterodiegetic,novela sentimental,novela naturalista,none,84295
nh0080,GamboaF,Santa,1903,Mexico,heterodiegetic,novela social,novela naturalista,none,98005
nh0088,MoranteP,Grandezas,1896,Argentina,heterodiegetic,novela social,novela naturalista,novela,56661
nh0090,PaynoM,Bandidos,1892,Mexico,heterodiegetic,novela de costumbres,novela naturalista,novela,217243
nh0095,MansoJP,FamiliaComendador,1854,Argentina,heterodiegetic,novela social,novela romántica,novela,35977
nh0096,MitreB,Soledad,1847,Argentina,heterodiegetic,novela sentimental,novela romántica,novela,20992
nh0097,PazI,Corregidora,1887,Mexico,heterodiegetic,novela histórica,novela romántica,none,91038
