,subgenre_level,class1,class2,mfw,token_unit,normalization,data_repetition,cv_call,a,aquel,aquella,aquí,así,bien,casa,como,con,corazón,cuando,de,decir,dijo,donde,dos,día,el,ella,en,entonces,entre,era,es,esa,ese,eso,esta,estaba,este,está,fue,ha,había,hacer,hasta,he,hombre,joven,la,las,le,les,lo,los,mano,me,mi,mis,mismo,mujer,muy,más,nada,ni,no,noche,nos,o,ojos,os,otra,otro,padre,para,pero,por,porque,pues,que,quien,qué,se,ser,señor,si,siempre,sin,sobre,su,sus,sí,también,tan,te,tenía,tiempo,todo,todos,tu,un,una,uno,usted,ver,vida,y,ya,yo,él
10,subgenre-current,novela romántica,other,100,word,zscore,1,0.0,0.016367698868686276,-0.28910169361462185,-0.6881166017430101,-0.38447423462034225,-0.029385139507221325,-0.6223446515436813,0.9292060136861263,0.03634514049675219,0.2205441854174559,-1.0803102607513768,0.8147111948540313,-1.5543122344752192e-15,-0.04845008454285504,-0.16553637327653614,0.006973460018877997,-0.8519675780956172,-0.40778290784995774,0.7908548970855763,-0.2953831521529894,0.3037965529388389,-0.6437084379106334,-0.28990256750792565,0.5620879272692443,-0.3701951195621156,0.07961521418960321,-0.06920303659794069,0.948120554110008,-1.2193718858135218,-0.3354471147337881,-0.8847019367530693,-0.3702173468565749,-0.16415318951308253,-0.2633915160321549,-0.44771863700532044,-0.5449095016943957,0.08453965962107701,0.018068474471317708,-0.5209116032654404,-0.637780216878526,-0.22376696591914474,-0.7628131105491603,0.16725292441552586,-0.6756123322393454,0.3823588408508323,-0.30368678377530656,0.09873458440309785,0.1483653552794303,-0.6057883436639796,-0.565918611916388,-0.7451347993172815,-0.8528204182945689,0.07407393083681463,0.47700621826265377,0.36458894675527154,-0.09352957327138706,0.557952004041581,0.3873258721571523,-1.1970301073682457,0.10117910421940124,0.26995975589029375,-0.9181381830767378,-0.5742558937922744,0.5130402780059956,-1.2044592155507912,-0.38474401914088485,-0.5079774355998176,0.2274885295671143,-0.42680308291312596,-0.4683337373113114,-0.5196519388544077,-0.2968361799185311,1.2650658601086409,-0.1391484017737601,0.2809188117986572,0.29840970010645207,0.18735470939893095,0.6124387265038209,0.37061656399837395,-0.777282104396791,-0.306873131861248,-0.26901171305908433,0.004433658186030864,-0.09756723392919375,-0.7220861443666999,0.37742560042001694,0.43927591981147984,0.20902047631975806,0.13565329641634993,-0.41699736484451366,-0.7194687335089833,0.8947354395443425,-0.4752887657932143,-0.2463821980612676,-0.10080802774032759,-0.209238186025679,0.2993319054661744,0.8972110669408244,-0.5974880954484258,-0.12142198696281332,0.4637937577402759
11,subgenre-current,novela romántica,other,100,word,zscore,1,1.0,-0.11883297956189887,-0.5639568285086136,-0.15286069716374961,-0.645894230342897,0.2657658701879941,-0.5573719334667222,0.5193047026238068,0.5441144196608041,0.2839969090500343,-1.2345778706788182,1.0849180771186868,-8.881784197001252e-16,0.15548844962164188,0.16656582215415017,-0.12356584629963091,-0.6718276345142833,-0.24575369714521178,0.9236832628455371,-0.2386722088859751,-0.09927577440672652,-0.6787985816473917,0.14032390402586326,-0.07808049790413474,-0.4270317657859346,-0.5453120137385163,-0.17148107180268177,0.9717346614004213,-1.1452118628989372,-0.05556282678951996,-0.7008854375775031,-0.22819531608632693,-0.36731289477847817,-0.896754325396564,-0.6027831204958658,-0.3779819606946825,0.5032930542507145,-0.19969988810104838,-0.8842590335352942,-0.16741314964491452,-0.44128882706365896,-0.4263432261346337,0.6282198792404748,-0.2973449641216375,0.27351724278618805,-0.32752045301228616,-0.01618111934507785,0.18299364028408976,-0.3017796923454653,-0.7413412049307316,-0.39749393806935207,-0.8436720901103842,0.4303443749642182,0.42209298236214393,0.40693134503029077,-0.38462011710812877,0.5071410909391616,0.2122431319109943,-0.5696066173655207,-0.01807472378555114,0.3637365591253204,-0.6866681799682116,-0.6142965433828879,0.027674492248361937,-0.7183059386404683,-0.7914452241011669,-0.5774613297139608,-0.4366158390141923,-0.8770749113910918,-0.5285363262513644,-0.5731652084784771,-0.4219989560466585,1.5400746248682533,-0.3174438653182962,0.3821562568918919,0.2734758148227778,0.1254808101106078,0.5891154907473067,0.6158862308756807,-0.4006398641485536,-0.7150181672797644,-0.35221405568968833,0.05655835569307216,-0.1379780793198611,-0.1833474762358437,0.22134303067250471,0.9196884945584205,0.4972227676790235,0.45264135510300363,-0.28907509077470384,-0.8540153133099915,0.759761477167592,-0.22228245792106777,-0.1692338311383001,-0.2624381684470178,-0.2868243758367025,-0.03875638168271264,0.854361561580067,-0.7022017970085467,-0.3253823081952461,0.7329782035730814
12,subgenre-current,novela romántica,other,100,word,zscore,1,2.0,-0.2328359694187796,-0.4845583524297379,-0.03167306898010758,-0.442512675673121,0.276226649844794,-0.6094908316344917,0.9151369495180448,0.5721976523279552,0.21160709981229198,-1.470581403683005,1.111324773958306,-2.220446049250313e-15,0.3477761287508059,0.06566609718237354,-0.021029864395192943,-0.956652309444777,-0.49674365488038497,0.7037538081610815,0.03959445010681423,0.05259330224083958,-0.8317683275330202,-0.3497047361781125,0.06502679406163081,-0.5509280687746931,-0.24399964128548446,-0.23141286812900896,0.7312289269856218,-0.9485968153898565,-0.3573993324230616,-1.0168973183435703,-0.11587054824205811,-0.1709501305616249,-0.6652733780507385,-0.24647970534899488,-0.5966130822336531,0.3111138187455925,0.05905578740801254,-0.764829077626752,-0.6691553496153287,0.08852190743007976,-0.2823058880450875,0.3825215593779192,-0.3225392055987649,0.06405890208215315,-0.4926307109637096,0.053158700120995106,0.3297878111439106,-0.30737207510537756,-0.6040254515122064,-0.5691966306443954,-0.881539795127963,0.2419468221463945,0.44057332721500087,0.323887337383824,-0.5779763526909751,0.4882019929713557,0.02775231054175875,-0.796821758870272,-0.2704471293163596,-0.06125893134949523,-0.5925858427245819,-0.6206872244343288,0.41477818455978044,-1.2358120249280886,-0.3627327700645533,-0.72911478349751,-0.26024813663665225,-1.0200969753502713,-0.39099802017732277,-0.6475474081599648,-0.6217028440120158,1.1307878069330877,-0.011427626616123954,0.17856112706359006,0.15318144194660266,0.4264782206091414,0.10185342861959845,0.6737387953735772,-0.2913203776530022,-0.5256981531380459,-0.10309687876273355,0.01093179952099299,0.06915279930604834,-0.48155304894390616,0.19636183102277593,0.46629514894405455,0.4127793645635973,0.5203612665463728,-0.3213989627188437,-0.5896479745837984,0.8209910419395274,0.04102429719683964,-0.2925770058410819,-0.010091630169450305,-0.6778345346146434,0.07671117540309763,0.9505826819935798,-0.6692673824394879,-0.11531280959725121,0.37823668547028133
13,subgenre-current,novela romántica,other,100,word,zscore,1,3.0,-0.2900974068981963,-0.42500752488480353,-0.25541631203615334,-0.38815494646207793,0.1946677073980646,-0.40259980415628815,1.0255742410591657,0.04077907489912924,0.029935950813100076,-1.3493870704940394,1.1813503260873244,-4.884981308350689e-15,-0.28909447201725635,-0.0735748550410697,-0.1296509200968261,-1.1607663570724958,-0.3234489666260445,0.7591333548220449,-0.15770151252919495,0.19826275289327133,-0.43789562907724444,-0.1996155670646642,-0.016786366631404315,-0.6573999889167714,-0.1655087589937987,-0.32356495882084246,1.2286911309221267,-1.05409819926676,-0.1837111421868397,-0.7823607604930916,-0.11187493952898997,-0.11450958280736545,-0.5887523984096743,-0.45009375947792185,-0.44642190269836435,0.15645846498172689,-0.17284309864761138,-0.988859207999494,-0.18491158036178346,-0.13402241303860274,-0.4391059801529702,0.7634001491924096,-0.48517386497977677,0.09763123882366331,-0.3182345534803954,0.13998703292343606,0.49957959853820655,-0.405540050990963,-0.47082983134688644,-0.7559872046392582,-1.0199024393106524,0.5275656641555607,0.4663055131511853,0.6254581967125434,-0.4736505846204848,0.7485075396039157,0.16202034828968137,-0.46956548330446823,-0.0206653274010673,0.18078642434349712,-0.7434709901746549,-0.4607694743197752,0.4366026474899196,-1.0292755216395326,-0.4388501783742629,-0.3911271619063392,-0.09806649700841952,-1.0096420262996277,-0.46981730625295537,-0.763832519358236,-0.7207487646288919,1.5452802723411745,-0.21611916064599956,-0.0007510032599356009,0.05709407953253609,0.17867171672404003,0.12343816480074432,0.5792405632058084,-0.22324852165599207,-0.4209969216937297,-0.2573996802028198,0.1897162408059,-0.23166789944761823,-0.7431812077077217,0.15214729400699523,0.6830801341299995,0.398149738808818,0.5243020153069959,-0.334704069834169,-0.5986910495365156,0.8854296237682977,-0.379276971394654,-0.06882650824399494,-0.2362580709597305,-0.39646287122061485,0.11817217151214149,0.9584151653564279,-0.5310492978105787,-0.6137275214170902,0.4445054551344506
14,subgenre-current,novela romántica,other,100,word,zscore,1,4.0,-0.4325768548212835,-0.22882769875436687,-0.03846142238609651,-0.281664394542408,0.05910391773176088,-0.4618521435898688,0.9459717613263486,0.002743354875171966,0.2015100027866923,-1.211653362098375,1.0224178171475018,8.881784197001252e-16,-0.05656253909201825,-0.09660643668545982,-0.05693945267256789,-0.8141048578802057,-0.37802642927873376,0.5599144009551038,-0.296873719057948,0.21219659027409504,-0.6010412805124754,-0.17574704134236852,-0.05524467483140888,-0.5952265004282359,-0.18782349284025407,-0.2680196080825442,1.2126560789280516,-1.254762379407984,-0.22645415271415242,-0.6472458048155245,-0.10587915592037611,-0.08713708779248516,-0.5838219763282164,-0.7218428604106037,-0.5314191496097563,0.39187808587450734,-0.0980145202695124,-0.9625105364658892,-0.33134102623331557,-0.12914385339224532,-0.2813812067303285,0.6737953474712672,-0.49264998898701834,0.4781781031172009,-0.02079739288038751,0.23658200272143867,0.29233151057631823,-0.22722871508833528,-0.6365583597589778,-0.3869552488375031,-0.7117724367190159,0.19828467437911268,0.38882392996750453,0.6170899665486254,-0.1080509100482257,0.6043161298843756,0.25335635105904986,-0.9044629051065688,0.23596824879757766,0.04256784918861056,-0.5784319644967518,-0.4811865205796432,0.4745660354740594,-1.165985634284652,-0.6501830480911728,-0.7085888741980242,0.041428317187014785,-0.6727668701616264,-0.559380853858898,-0.6721791284004146,-0.4570376233300717,1.2248728644670677,-0.28832590653683127,0.1100677837956466,0.0644814463972136,0.10904201326054369,0.614073255830492,0.6224807928179452,-0.7758606574389411,-0.4459697123041755,-0.278352810456162,0.0713264926318447,-0.14839792307675387,-0.6981361094262263,0.4825526243286459,0.5288836790215704,0.20205369527090822,0.5557718787303318,-0.3890016301949014,-0.44686557744315686,0.750736674738417,-0.43986859138298445,-0.21461613848294087,-0.39613947458540644,-0.42073113389326966,0.15388571809498686,0.5784304696794194,-0.6709704590916148,-0.18004196413963314,0.49608133171352975
15,subgenre-current,novela romántica,other,100,word,zscore,1,5.0,-0.3117033282039976,-0.2931259068614523,-0.12511968197402723,-0.2173549314808267,0.01918066616362185,-0.7263405567148407,0.734890757186877,0.35777795000294044,0.1899122076078572,-1.351827331483515,0.9574899455197841,1.7763568394002505e-15,0.21254676657110916,-0.03863339353509237,-0.05436630488819344,-0.9112270566497489,-0.7010985802824433,0.6676194350754425,-0.33186515840999564,0.05754164636765674,-0.4799952079707066,-0.19608275748903647,0.062294981056431775,-0.5486300365483705,0.10700294794308118,-0.26005552623911676,1.113696268582601,-1.1062667914643087,-0.18289651918418098,-0.6607469133632571,-0.08702489354786791,-0.22953300219883874,-0.8188110301545768,-0.7569294081014952,-0.3266211982339656,0.2214298290703154,-0.1676731698121045,-0.9709426823249168,-0.40712846793661384,-0.1559805250075324,-0.22583512864016708,0.3307736968863836,-0.5851905739158902,0.18487069776493115,-0.4367207064944948,0.22111086952263995,0.29656138549398686,-0.18574033479152327,-0.5439194927386614,-0.6559157933559042,-0.846689247913941,0.41131745351505855,0.35377691509642323,0.5673482294602457,-0.4937769293564506,0.588666131577332,0.1403384089781189,-0.654782453305714,-0.03623745489651248,0.08073278116376725,-0.848125983546444,-0.3392888739914902,0.43185225154987006,-1.1517219042129723,-0.4979517972109142,-0.6189356877918868,-0.13057830203993748,-0.502914057814248,-0.2993683761289194,-0.7845089999609756,-0.36414382037978277,1.554528302159989,-0.19507612066651342,0.08667519539750798,0.042247558865247725,-0.12020237165037101,0.32965196078582015,0.7589914700147009,-0.4119384012593273,-0.47709282306026624,-0.29275344384484103,0.1507783261974479,-0.1746709560202065,-0.5429147073666084,0.08184961963149884,0.6943805510415688,0.08410276907809677,0.7310053237408501,-0.4120498824234997,-0.7081318680146731,0.49356457214407384,-0.27977301483945677,-0.09938005287362389,-0.05480405748242345,-0.08696829864991287,0.18928539248430834,0.8153896599176738,-0.5838143165470827,-0.2717510982614892,0.45547410335759836
16,subgenre-current,novela romántica,other,100,word,zscore,1,6.0,-0.6443724861496554,-0.25534311455488873,-0.2867180945108404,-0.5074612621584279,0.17645515301354026,-0.34325258759812804,1.1968697140400848,0.12763196803346744,0.26111486387159477,-1.4122374635039816,0.7359724949978352,2.6645352591003757e-15,0.07590429002446208,-0.20382340376489805,0.03595385539057244,-1.0072597221753825,-0.38397567950893874,0.39284416554607265,-0.11226040450507527,0.3003743466972577,-0.4330230818725359,-0.11830265583951993,0.14264846955866234,-0.4215235482993418,-0.5174507839324658,-0.48566714428563895,1.0467917107472706,-1.11022744525752,-0.3171955514155053,-0.6623610864025589,-0.13665004469355047,-0.06979260458008238,-0.5987491746891624,-0.5920490938183041,-0.3383122535919144,0.44740638950434886,-0.16476077530688021,-0.8430498953140055,-0.5842431348036751,0.05341262717232159,-0.3603659686806666,0.04307925208965124,-0.7441380012235432,0.5310151610387865,-0.3702281819375669,0.18378565525233623,0.2073630518829075,-0.22790750737305424,-0.5918480229892017,-0.7091551330968028,-0.9349203292483018,0.5796378704601705,0.20019626889144554,0.388831908357328,-0.30596957707616607,0.7947204483346852,0.32724394444727933,-0.31461579567343134,-0.1210576845964722,-0.08241313218650564,-0.7559030558363873,-0.537756038452905,0.5670301752902155,-1.0903771082096467,-0.5774049422972642,-0.7151966051276284,0.037173508597769134,-0.8286103402117818,-0.3951499272799314,-0.7517196206334784,-0.8501211386650259,1.3147297890444372,-0.21497587212729002,0.03916815358827583,0.1763529573321449,0.19708856153630877,0.5954321340136556,0.3984024175580186,-0.6476237311270798,-0.15114593970379375,-0.1368438912276363,0.12996106878409502,-0.3315882595616086,-0.6968988352472857,0.6856341616519223,0.6304682086485534,0.5099738903177236,0.8185527774747887,-0.1598919591945733,-0.1473549964791519,0.8267070884585868,-0.3661990802067307,-0.36362718967296964,-0.40178178705509704,-0.3579100074859688,-0.06603660611481874,0.7850257920848206,-0.20751831469374982,-0.4829896812758095,0.04494525743297295
17,subgenre-current,novela romántica,other,100,word,zscore,1,7.0,-0.48900480164604554,-0.4222521226134869,-0.165749037638801,-0.36314835198829337,0.12120948706548429,-0.6461401936767017,0.7677628073621428,0.13842530631714922,0.21346200650963243,-1.3804606626989604,0.8408141257497913,-7.771561172376096e-15,0.01609067199402514,-0.02212714116662145,-0.1409030090221156,-1.020417244171234,-0.8662811100367468,0.5442077958589235,-0.4347531821328554,0.12371170332488324,-0.6280109154693085,-0.0918723097569627,0.1926031897116554,-0.5398111757190421,-0.4091521185761774,-0.32581918426939305,0.9701538395697002,-1.1853951197732033,0.006612988008361187,-0.715530070491229,-0.17207507457218862,-0.012155695247170112,-0.7276165131636168,-0.625567883990043,-0.3313202769277461,0.2681597866619735,-0.12193009629922402,-0.7559215112343943,-0.38799612789557136,-0.17204231275553478,-0.16686411715052274,0.5015288332198351,-0.5827435584382488,0.47356864746619337,-0.33876756524177193,0.4606060100159862,0.31791925179412334,-0.17623565973975425,-0.6286419816049669,-0.6685843782492202,-0.6155566593337836,0.4106356219542855,0.6822319488897557,0.6207412753547685,-0.19283047190179214,0.5030489878080522,0.299599208101482,-0.7107673065586463,0.05654387451140075,0.06145019634260035,-0.6971746905445135,-0.38896295338594666,0.4842361287585284,-1.0364193784391198,-0.7130069338281868,-0.6461693278523817,-0.21124316789356667,-0.8406619288920969,-0.4272300306795779,-0.7032444377261499,-0.5453374939518861,1.2333112628904908,0.0823082406618798,0.009700288301868754,0.1269962656436781,0.057117955548838806,0.5025642488769219,0.3261937631374151,-0.5108342395762286,-0.35143066672745227,-0.254468868159311,-0.0796548742209231,-0.34057008378217835,-0.7162998603420073,0.42097515738352054,0.6025412872903577,0.12916403499710605,0.7519640659697364,-0.29583566535876143,-0.31710668445800183,0.6222389229724148,-0.4733209995298393,-0.259536895987593,-0.48572787814643414,-0.12693683406555073,0.3686023965530417,0.8957166102556788,-0.3342724849853619,-0.21979507023802772,0.4384298545681957
18,subgenre-current,novela romántica,other,100,word,zscore,1,8.0,-0.30929911649486197,-0.28709483940075053,-0.12842242912665935,-0.5550226130327314,0.32375859798446355,-0.6813693743390112,1.103562434878917,0.4290546285971413,0.22237043129707512,-1.0692031772680435,0.5334301977528639,1.7763568394002505e-15,-0.03724219631869086,-0.2728379452913564,-0.03593091404855664,-0.8413506702120956,-0.3941262526207765,0.2044347720926747,-0.37070375438267733,0.22267486659090385,-0.33374600700527224,0.04970047550422074,0.19655479852621582,-0.5064017964499854,-0.3336094717950382,-0.33336138887777367,0.9113320476891149,-1.002845051397858,-0.49555717406483024,-0.1722733534688583,-0.003092391466378075,-0.5209011286122662,-1.0376261859077118,-0.5680045922874416,-0.3902662019260501,0.12161654542076894,-0.13024396613713574,-0.6679735635194846,-0.6440534233589543,-0.22297760261276112,-0.5380179485668161,0.8616162256270935,-0.5209491841816416,0.2867970452191495,-0.2920048557683852,0.09189013557971804,0.2939953331216519,-0.31617997275368803,-0.6660644555802815,-0.44071697932123755,-1.0341379046928734,0.5261954039144181,0.4313241512965438,0.44791760380233947,-0.06278328403651834,0.6601255874080806,0.41779311316260637,-0.8941447748967597,0.013716043785077292,-0.14120178932997263,-0.7256989310669479,-0.1900429921444624,0.32663053856234314,-1.197766514981674,-0.7684295774907297,-0.46025542265735386,-0.33272958589113166,-0.7809209765682836,-0.38812798315471286,-0.6042982430940098,-0.6039032481140565,1.0978491390906342,-0.22238622738089875,0.09655573067144108,0.5177563511065644,-0.009902642645884807,0.31595625777355774,0.4840824699598222,-0.3454110269611105,-0.4449059197464318,-0.45924707020021427,-0.3910611647237997,-0.15669646998770537,-0.4308630559106351,0.27242521565994426,0.7192752844631598,0.2326892390269657,0.5499511120758236,-0.18361106727044763,-0.6323003374699294,0.9578432188711357,-0.07214194628537418,-0.6785294439346728,-0.08615432299431569,-0.5738091448256386,0.19347528021806198,0.9336204580451202,-0.5403943157323978,-0.30378626726162117,0.31294040792733613
19,subgenre-current,novela romántica,other,100,word,zscore,1,9.0,-0.5016226061877137,-0.20598949944754485,-0.28382424068633716,-0.42217975946204667,0.6355763874189747,-0.5876916434222803,0.6861555594951179,0.4350556378729239,0.29126570991343026,-1.0639711022787195,0.9144352160545627,-4.440892098500626e-15,0.10921197435263386,-0.0604790645358001,-0.3573357587272081,-0.6709166611511328,-0.37697833515983425,0.8476659081939363,-0.10490996450988255,0.08196907270256842,-0.7303142299361148,-0.5455211602265161,0.22811696779739754,-0.7008718203190716,-0.19136620273399102,-0.5138750227061064,0.8710373911367568,-1.2489964100624067,0.01752732763723136,-1.0673958646499535,0.0027206067902297293,-0.09714130692608414,-0.3854197156878402,-0.7117234708569347,-0.3782988824654925,-0.06124554704203411,-0.26188024965914247,-0.8750294836730493,0.0748950170464559,0.45301595848212073,-0.34358340008296007,0.29194830017987844,-0.3778586552376808,0.5172553390567155,0.0465243830748589,0.19651557499390515,0.3329955761091362,-0.1421398083817058,-0.49114198296891964,-0.7662692449922228,-0.8462160374261285,0.2925268004698519,0.5083184236473008,0.06738833569633118,-0.3295084393568469,0.5510879421279531,-0.1019163941632587,-0.6538857587016935,0.4553845389205752,0.013987460801074908,-0.5496250081650801,-0.24021557815824335,0.001238567331620255,-0.895641303473775,-0.588314704443442,-0.37162552087613665,-0.2678494844331314,-0.7618317812754969,-0.5151721605425137,-0.35186038784765594,-0.5622966287259235,1.2038250224503981,-0.20825119913282508,0.4470403157954027,0.29709136491394356,0.23421628161565256,0.12264988680898514,0.6971787951745414,-0.2944413605650311,-0.4698342707184691,-0.4419131305142544,0.271180037033174,-0.0177880869809679,-0.5408019251166677,0.12970493240935752,0.925818519345501,-0.6540618255930184,0.45258799702163593,-0.4817336044604878,-0.40210870306899027,0.7713718103083147,-0.17023707079065237,-0.2667695683597126,-0.271093437946164,-0.3815588422473401,0.393102303018084,0.8686461927938358,-0.4329602289305995,-0.3638645429802049,0.7791317117419813
20,subgenre-current,novela romántica,other,100,word,zscore,2,0.0,0.016367698868686276,-0.28910169361462185,-0.6881166017430101,-0.38447423462034225,-0.029385139507221325,-0.6223446515436813,0.9292060136861263,0.03634514049675219,0.2205441854174559,-1.0803102607513768,0.8147111948540313,-1.5543122344752192e-15,-0.04845008454285504,-0.16553637327653614,0.006973460018877997,-0.8519675780956172,-0.40778290784995774,0.7908548970855763,-0.2953831521529894,0.3037965529388389,-0.6437084379106334,-0.28990256750792565,0.5620879272692443,-0.3701951195621156,0.07961521418960321,-0.06920303659794069,0.948120554110008,-1.2193718858135218,-0.3354471147337881,-0.8847019367530693,-0.3702173468565749,-0.16415318951308253,-0.2633915160321549,-0.44771863700532044,-0.5449095016943957,0.08453965962107701,0.018068474471317708,-0.5209116032654404,-0.637780216878526,-0.22376696591914474,-0.7628131105491603,0.16725292441552586,-0.6756123322393454,0.3823588408508323,-0.30368678377530656,0.09873458440309785,0.1483653552794303,-0.6057883436639796,-0.565918611916388,-0.7451347993172815,-0.8528204182945689,0.07407393083681463,0.47700621826265377,0.36458894675527154,-0.09352957327138706,0.557952004041581,0.3873258721571523,-1.1970301073682457,0.10117910421940124,0.26995975589029375,-0.9181381830767378,-0.5742558937922744,0.5130402780059956,-1.2044592155507912,-0.38474401914088485,-0.5079774355998176,0.2274885295671143,-0.42680308291312596,-0.4683337373113114,-0.5196519388544077,-0.2968361799185311,1.2650658601086409,-0.1391484017737601,0.2809188117986572,0.29840970010645207,0.18735470939893095,0.6124387265038209,0.37061656399837395,-0.777282104396791,-0.306873131861248,-0.26901171305908433,0.004433658186030864,-0.09756723392919375,-0.7220861443666999,0.37742560042001694,0.43927591981147984,0.20902047631975806,0.13565329641634993,-0.41699736484451366,-0.7194687335089833,0.8947354395443425,-0.4752887657932143,-0.2463821980612676,-0.10080802774032759,-0.209238186025679,0.2993319054661744,0.8972110669408244,-0.5974880954484258,-0.12142198696281332,0.4637937577402759
21,subgenre-current,novela romántica,other,100,word,zscore,2,1.0,-0.11883297956189887,-0.5639568285086136,-0.15286069716374961,-0.645894230342897,0.2657658701879941,-0.5573719334667222,0.5193047026238068,0.5441144196608041,0.2839969090500343,-1.2345778706788182,1.0849180771186868,-8.881784197001252e-16,0.15548844962164188,0.16656582215415017,-0.12356584629963091,-0.6718276345142833,-0.24575369714521178,0.9236832628455371,-0.2386722088859751,-0.09927577440672652,-0.6787985816473917,0.14032390402586326,-0.07808049790413474,-0.4270317657859346,-0.5453120137385163,-0.17148107180268177,0.9717346614004213,-1.1452118628989372,-0.05556282678951996,-0.7008854375775031,-0.22819531608632693,-0.36731289477847817,-0.896754325396564,-0.6027831204958658,-0.3779819606946825,0.5032930542507145,-0.19969988810104838,-0.8842590335352942,-0.16741314964491452,-0.44128882706365896,-0.4263432261346337,0.6282198792404748,-0.2973449641216375,0.27351724278618805,-0.32752045301228616,-0.01618111934507785,0.18299364028408976,-0.3017796923454653,-0.7413412049307316,-0.39749393806935207,-0.8436720901103842,0.4303443749642182,0.42209298236214393,0.40693134503029077,-0.38462011710812877,0.5071410909391616,0.2122431319109943,-0.5696066173655207,-0.01807472378555114,0.3637365591253204,-0.6866681799682116,-0.6142965433828879,0.027674492248361937,-0.7183059386404683,-0.7914452241011669,-0.5774613297139608,-0.4366158390141923,-0.8770749113910918,-0.5285363262513644,-0.5731652084784771,-0.4219989560466585,1.5400746248682533,-0.3174438653182962,0.3821562568918919,0.2734758148227778,0.1254808101106078,0.5891154907473067,0.6158862308756807,-0.4006398641485536,-0.7150181672797644,-0.35221405568968833,0.05655835569307216,-0.1379780793198611,-0.1833474762358437,0.22134303067250471,0.9196884945584205,0.4972227676790235,0.45264135510300363,-0.28907509077470384,-0.8540153133099915,0.759761477167592,-0.22228245792106777,-0.1692338311383001,-0.2624381684470178,-0.2868243758367025,-0.03875638168271264,0.854361561580067,-0.7022017970085467,-0.3253823081952461,0.7329782035730814
