,subgenre_level,class1,class2,mfw,token_unit,normalization,data_repetition,cv_call,mente,había,ament,aquel,mient,ombre,señor,usted,cuand,quell,estab,staba,sobre,porqu,orque,entre,hombr,contr,cione,parec,mento,antes,quier,esper,entra,todos,conte,algun,despu,tenía,conoc,hacer,"ente,",mismo,spera,inter,prend,nuest,acion,noche,tiene,resen,mujer,prese,empre,compa,prime,estro,ciend,joven,tiemp,rimer,tante,quien,padre,llega,donde,estra,mucho,enton,momen,tanto,tonce,puest,coraz,pensa,ancia,labra,siemp,iempr,desde,esent,habla,alabr,"ción,",preci,palab,lleva,traba,compr,decir,otros,senta,conve,graci,pregu,uerta,cabal,parte,tambi,amigo,cuent,rente,encon,taban,lante,puert,neces,hubie,aball
10,subgenre-theme,novela histórica,other,100,5gram_chars_affix-punct,zscore,1,0.0,0.17079041783533305,-0.07421087477171184,0.2382440145624317,-0.4698479520001453,0.3091765512552963,-0.17710730108039954,0.5416952109300883,0.0918252315911261,0.21262939399097813,-0.2688742780895168,-0.12124145078783033,0.3201679954750165,-0.6958830643084158,0.3789925163137401,0.4130269220555437,0.4518567345637973,-0.06603174112778787,-0.8025607409066493,-0.04992400036899225,0.5763724177981915,-1.2438892746172423,-0.17141303534551694,0.6304110838179697,-0.24383077045263304,0.04994905636081287,-0.6661289941160249,-0.029291665635716637,-0.08386670703172283,0.8948000828965137,-0.19632670520644724,0.22453334499182376,-0.26060679508183376,0.3661039725170113,-0.8129670983202509,-0.7539239197178242,0.12747389703047424,0.6940688601311045,0.2781257779654208,0.013268135914302035,0.6666800876251441,0.4508311045556639,-0.2541810456998839,-0.5405560171031126,-0.2462882677431999,-0.030579278421308143,-0.19490391149142267,0.3499534293771376,-0.7036368574116053,-0.7551267473855598,0.0430712443060384,0.04218087660938097,0.3914954551926366,-0.7476777015320692,-0.5152031343878418,-1.0363920036473977,-0.0921496375278824,-0.42901882302004396,-0.9149871040230864,0.6601441628962366,-0.7844641780479398,-0.6625431591561743,0.4316771538915011,-0.8717691600907423,-0.3392012221999833,0.7605086187829035,1.3310033267643524,-0.30704715129603466,0.09898023910711724,0.27335023512538714,0.27335023512538803,0.1650475657673831,-0.5357568235380921,-0.4740252721105692,0.35110579784121404,0.25178380753919194,0.06776568243725968,0.3392713226221588,-0.7069302380417106,0.4063046821147439,0.3295757689509889,0.4330593231662655,-1.1480481165657084,0.7557707532921231,-0.0975000936067959,0.43044913600061774,0.08528070637623547,-0.4049130532684727,-1.200568003570601,-0.1406135502007314,0.3617901664793373,0.10915469954973256,0.5421527786034841,0.396636549405271,0.3878198325611384,-0.3613905296404226,0.5188105703692831,-1.0225390799886516,-0.19330064372685812,0.16364557588395173,-1.1014159255068072
11,subgenre-theme,novela histórica,other,100,5gram_chars_affix-punct,zscore,1,1.0,-0.10906287083575167,-0.1076824643350114,-0.1990838269012259,-0.6603885917974159,0.5174910985230436,-0.3670079922124222,0.29173205168652194,-0.1905288224916346,0.8381244863613178,-0.2371847773608956,-0.3780288895472352,0.06462730520571935,-0.2411327354453592,0.27291702876563195,0.3822961732804361,0.00536823583931359,-0.2202845870672051,-0.8357095740630329,0.020695986543318282,0.6205809063852606,-0.9335351632164955,-0.03427623091390086,0.7953468338629538,-0.08118848728816935,0.19197133695982252,-0.6096586902724653,0.18576842523100176,0.20543574695148012,0.5451908525078685,0.011520897669796635,0.3791437137505722,-0.3146513850638737,0.30825148265693114,-1.2789037742178258,-0.5302886572710119,0.20409724649125488,0.6485818869748752,0.25750838309203394,0.3014597685749939,0.4110212823098558,1.0068554337290918,-0.1760632445199895,-0.27445535648123465,-0.2064284153916013,-0.04886835584384763,0.2518076134821265,0.4892780033647484,-0.6085882463520159,-0.4944562913407751,0.4149048346960295,-0.17392483289090022,0.5616539252656098,-0.4730579320798614,-0.9046304703661084,-0.5874254488323385,-0.3509109234198373,-0.1933005085427553,-0.8796157415248335,0.5628977267366551,-0.6727847262187552,-0.4448956654675419,0.3800464804574662,-0.8397324656442461,-0.4141230258538812,1.0974475316446517,1.1951046695819632,0.09362986892337323,-0.01039311349751601,0.1734463573046227,0.17344635730462354,0.484641713971375,-0.3780754843342367,-0.4708652923086424,0.16338724945156935,0.15307070910550175,-0.2653493234404965,0.12286781264312813,-0.5606303666016649,0.5515360968082675,-0.05992270643089467,0.20407129241699992,-0.933260520303976,1.07637141307226,-0.2506530059211107,0.62447220948277,0.2944582287047149,-0.8049832983080994,-1.4617613866933314,-0.07569242464603365,-0.21951646426514426,0.04605534613723728,0.5251225146259856,0.3853847246571359,0.4972548569411348,-0.303894735659969,0.8671262572673879,-1.1254688420249952,-0.23159475938731766,0.2135583293665832,-1.4921812812111157
12,subgenre-theme,novela histórica,other,100,5gram_chars_affix-punct,zscore,1,2.0,0.3243888308566445,-0.0377703987829523,0.035629324306793116,-0.5098007511548885,0.7382234634714085,-0.3860976078450095,0.023093392500707743,-0.1358349285686361,0.7558653203235126,-0.2849633392366183,-0.12441493121996085,0.19512710467374672,-0.35406444866491343,0.5596852159011328,0.6645772669426068,0.2290878541741027,-0.2673669583910773,-0.4137593017497665,0.10784805017499964,0.6672644720367958,-1.5257994515692013,-0.2705655131819709,0.5367174291759851,-0.028654844731885287,0.3687920142628107,-0.8448624191780921,-0.2365545787982868,-0.2546025833128618,0.5302118646688793,-0.20449899811723515,0.20881471158075465,0.4356567614695046,0.1696404279275433,-1.003993351584317,-0.40126257390833375,0.4686813876079301,0.7725616153171374,-0.11687976480510608,0.13360289650560409,0.8717859481146687,0.6788540887468899,-0.30949597797692496,-0.6569618191000268,-0.2955264724323252,0.09977668233064883,-0.0631736352747852,0.18786858877426002,-0.6785479275931238,-0.5959140229371487,0.09132994979435186,0.059897296879467876,0.22259371753086693,-0.7402959301768441,-0.733382571587379,-0.15437707563236513,-0.11277424218062793,-0.1950432768231598,-0.5038429344688771,0.7063918085198423,-0.9367510561692836,-0.9476778103856328,0.002443779846059257,-1.0782728105119768,-0.42845535746667984,0.3373516805922721,1.2277970203782398,-0.10638163891382058,-0.18168261863224444,0.4073091388200119,0.4073091388200105,0.0916657141758166,-0.4723356874948149,-0.6294015650086863,-0.023436241145919023,0.046196486506917316,0.1879551918994803,-0.05426757357104817,-0.8519344150574943,0.7836619051562246,-0.2198981648949364,0.17634846729436193,-0.7712043549077365,0.7259933298607816,-0.3531961563471232,0.6217186908454,0.14177236430423745,-0.532819199940519,-1.1834010670322372,-0.4330454066706404,-0.07634535445651808,0.5312691916294132,0.7153686199988101,0.3770082818387461,1.012999285980127,-0.555583527735001,0.8944973855487307,-0.8432771626819904,-0.2963606797124009,0.04046887251926745,-1.1868209394418552
13,subgenre-theme,novela histórica,other,100,5gram_chars_affix-punct,zscore,1,3.0,0.5195965659472779,-0.21671049282334895,0.13482043849744108,-0.27158872827466063,0.4699374625470654,-0.08828858515082635,-0.09240554300333034,-0.04345280218942239,0.5061030062265583,-0.3596960419830987,-0.0296508753441313,0.3315105944501377,-0.288924758941825,0.7747104721603676,0.8820061375127337,-0.3211576747488677,0.15983391857628435,-0.8418630726498918,0.14051123151545553,0.7797695137651558,-1.2323392367392207,-0.14047588234891473,0.4837482238201503,0.020939284010746014,0.2348988468682541,-0.9642852813794008,-0.0242158222731758,-0.14927056381898998,0.7405612438341279,0.053652672485535464,0.4770539139158072,-0.2199583461526896,-0.35326602707116445,-0.9246202635301892,-0.4798097845145717,0.006707456064408035,0.7013892786926437,-0.1361150465432031,0.2798237774007363,0.6368789123714441,0.913615307853756,-0.2292909892694833,-0.12267442143423155,-0.21888926919138954,-0.002506509399485213,-0.04168420902656382,0.5275013712349241,-0.7892738526148925,-0.3196878508056986,-0.33664913074878106,-0.05355998097809267,0.5810991960924428,-0.4347826495101661,-0.6402422322320463,-0.628462843976397,-0.1549370250734468,-0.051799179386059546,-0.9849130598886516,0.6101500946059841,-0.6031498423985525,-0.7627714014323109,0.2587092124417376,-0.7646101157303061,-0.4082043059562466,0.6715551085034563,1.017279530868156,-0.18126027336129646,0.1437804163021798,0.13599589633864,0.13599589633864095,0.4315989669356901,-0.4996694165046762,-0.4193264883894801,0.28303319316091674,-0.20667947574605705,-0.01772895238375885,0.28014672830026754,-0.6254057128901996,0.6113172898912486,0.25000836624455763,0.4778226562433409,-0.5158980445389041,0.8685174519027319,-0.0034644037902843983,0.27774990366882546,-0.20242809091944594,-0.6016543167069485,-1.552599643352238,-0.05601736481149061,0.18231124886762567,0.4883799524439935,0.5831190305940138,0.5839130818675129,0.3935411823726098,-0.7188396029020335,0.8462252289172099,-1.0266795806222606,-0.18577755462024145,0.35569383665056864,-1.5034930403099906
14,subgenre-theme,novela histórica,other,100,5gram_chars_affix-punct,zscore,1,4.0,0.21687539237267234,-0.13539950038314966,0.23891402949519674,-0.21980502191994175,0.8693206584594635,-0.2808086094605571,0.5899632022415167,-0.17712659615656354,0.6730421598993703,-0.23687937901877565,-0.2336360349119324,0.1576527579081035,-0.3469863913877064,0.42766060503389147,0.4572489138461633,0.24996349017735445,-0.2433935599667117,-0.7065135360653245,-0.30955585976497235,0.6274886986232147,-1.3545305713263571,-0.4246530181762622,0.8573701577818239,0.0662414063591828,0.4904489061207263,-0.7300151335163926,-0.1219012291748214,-0.1418046447417579,0.5201576024490154,0.1660535139683718,0.5329880740933288,-0.10403835987197746,0.37719005974095177,-1.1677419127360076,-0.5258761569015884,0.3432080764317603,0.7373795563129233,0.07853520743195178,0.10112272838149072,0.6751254831840201,1.0917798671637553,-0.07203494405473525,-0.6391283945244495,-0.08268718652375065,-0.08804792224822289,-0.14448466471651628,0.26343527871878625,-0.6470558703176817,-0.4850367869273893,0.10249221107989848,-0.14954110768535356,0.33342957693353703,-0.5006650402479536,-0.7488940160237894,-0.9225188065858091,-0.2649128416008781,-0.4091682965723429,-1.0162628581492474,0.789043560493312,-0.634562731442209,-0.8455266182852103,-0.07211025748115224,-0.8459695006207891,-0.5020416187610212,0.7729841182393807,1.3097417036428587,-0.4495902631779636,0.03811269746629722,0.1452211203801717,0.1452211203801722,0.11039578259149746,-0.1983209700690424,-0.5798401113515511,0.22275124593291573,0.21196901174964053,-0.06470174423743807,0.17837354582345882,-0.8477661362499049,0.4711831803461879,0.187588766501443,0.5535255707076457,-0.7558068623531298,0.9280609787414568,-0.07314179184507702,0.4052115409543514,-0.13891987842162412,-0.6319610938831872,-1.3907606956498866,-0.04051760437044016,0.21141928042189664,0.1663822739817693,0.6520167955496693,0.4552392555395091,0.4752216273449738,-0.3383118617117309,0.9681273431144201,-1.0667921620025984,-0.2229497523708522,0.3024871984618365,-1.3676532188827153
15,subgenre-theme,novela histórica,other,100,5gram_chars_affix-punct,zscore,1,5.0,0.22426328987553307,-0.06399474579990018,0.07662059636430579,-0.5939824086561928,0.6954727284771709,-0.2882054306909789,0.4604642285531682,0.12331304204755912,1.064172622510284,-0.2596374033919343,-0.08773110492755154,0.13794126907896995,-0.2625671670803035,0.3814151115052527,0.4145936038311003,0.46398406046074,-0.13260629917971412,-0.6797045837666906,-0.13904354026457375,0.6569048694877132,-1.242962314457178,-0.4310878834407051,0.7496182988259935,0.07641840410923367,0.026689106535551843,-0.6650380811862074,-0.07976723286039948,-0.17871038603473174,0.3606454173026648,0.03968596288042448,0.6395888260306749,-0.18240433140789286,0.3579862958612345,-0.917915205366981,-0.5258787247646419,0.22263431939495626,0.4938061340288715,0.15696335600305536,0.12412891858290664,0.7619261145874467,0.9385845272449116,-0.1688378615966074,-0.3433160200303477,-0.14133009518573614,-0.2378803261209358,-0.4117441356376819,0.4127848003426788,-0.6902850943484417,-0.6091909855759706,0.1756877454824467,0.04481697745890378,0.457876165365924,-0.6215480898916945,-0.6480111978303051,-0.711815676746365,0.019841264813130643,-0.4572591113071941,-0.7152773333045636,0.8346592174586478,-0.5650787592089596,-0.7236901205504491,0.4142103011633054,-0.6972508320355671,-0.7728105127018569,0.8697447976372139,1.5661483151536642,-0.5306558613144337,0.005550787897598636,0.08392263640921233,0.08392263640921316,0.3497678619237202,-0.3101965176892982,-0.32850721851840514,0.2384702264127004,-0.05178309250804184,-0.26453541454683066,0.21317782737629493,-0.9057220004312988,0.6240888562110813,-0.09912523101335176,0.3408403566655579,-0.8374077769081729,1.088054354369605,-0.35298938682461484,0.2950707609315117,0.11226068206562156,-0.709461505976025,-1.2703107395690372,-0.5557802930785612,-0.18262231224453535,0.200457374641034,0.4430370623533022,0.4944907806848203,0.4809787177934874,-0.6280494147620299,0.6244120405222512,-1.089965984795984,-0.07533125816574457,0.30161503712613863,-1.1827347559209451
16,subgenre-theme,novela histórica,other,100,5gram_chars_affix-punct,zscore,1,6.0,0.2762317395103116,-0.022418297310665247,0.09423358835636214,-0.5010225233160702,1.1306232477766274,-0.35047288498326856,0.3910280924776639,-0.0737327584155617,0.7942801180212724,-0.3694070264925969,-0.0947456888800412,0.20943089813228025,-0.6390940874990273,0.4191452203768664,0.4484186850610647,0.2249871805812136,-0.1004098243149183,-0.4153540995974161,-0.16275593622467266,0.7075782371133609,-1.7062829157589845,-0.3289111234355902,0.26328080883507016,0.016876211500526258,0.4454836628613391,-0.5120845904791661,-0.1814032869817295,0.024344597231989784,0.2189850863897024,0.03528952049351164,0.4391383681046042,-0.026484108961526143,0.0005066578724433612,-1.1737916974842169,-0.544286191972851,0.21884493591849466,0.6723097488104596,0.26056828767433426,0.1515598563218885,0.7179492769922253,0.9648761678612782,-0.02304511820716064,-0.060618347923221925,-0.012689400804169276,-0.1122906125475892,-0.02593952770471469,0.26855660185096725,-0.7560514765562396,-0.6827041754819707,-0.1327416676057711,0.045087167390718434,0.3314581259479237,-0.8289459594234874,-0.5164788063646459,-0.587394788626348,-0.29640423412992606,-0.17214217683171887,-0.6141385429641234,0.7767636246782564,-0.6498853285400379,-0.7872831300773979,0.10271094089320436,-0.7588807203593108,-0.4783266224691342,0.8364777109062876,1.3780987222079488,-0.5259356886286743,-0.01826577337656624,0.17518990936753046,0.17518990936752893,0.38442695923418574,-0.3263425939961046,-0.5287180516537027,0.13648335084887805,-0.06747048117119372,-0.3303365037339682,0.09531556108670708,-0.7293225084993066,0.6522178859879011,-0.1559193219617305,0.3821495795921387,-0.7595325725428508,0.8682256397811288,-0.5365336149264095,0.6706189807835471,-0.012648506119061044,-0.457850526259206,-1.384693446856989,-0.3577760811540188,-0.1280691612401381,0.2794361004085031,0.8843583010099725,0.4984554531513404,0.7884021963660343,-0.375852805555726,0.8705866711491106,-0.9007739313824692,-0.3096741356718542,0.32157227238350145,-1.4199196421548423
17,subgenre-theme,novela histórica,other,100,5gram_chars_affix-punct,zscore,1,7.0,0.2860682369435415,-0.02716932699356489,0.11815647931876322,-0.4851253580773988,0.8731134144160018,-0.44991616000317547,0.4177139556717704,-0.18096383522208706,0.6489756521165417,-0.3293729055247291,0.020934740670365715,0.14783802511024358,-0.2370299813865853,0.4330845031171138,0.5153826069595807,-0.040588704206806575,-0.5288550168326857,-0.6409485084264037,-0.20554650029835386,0.6716657895770972,-1.391916749626682,-0.32772492690755683,0.9182385507339612,-0.09321428354984246,0.04068829666712165,-0.4850244804072118,-0.11642920381383763,-0.18022010691871715,0.4949236801447294,0.06501585929770165,0.5412087434956374,-0.07451486061937268,0.25953770943748,-0.9086794613957044,-0.738277609011613,0.3942380423828827,0.1921528439234189,-0.04136756263708294,0.1782971045584817,0.5194518535426275,1.0321316505861973,-0.2568859335730667,-0.22616028155769036,-0.254639823716615,-0.150346651943276,-0.1381601084494351,0.29203372235414804,-0.7223826737951092,-0.5080150476922698,0.029497885034159173,-0.3744290424558989,0.31815655778141616,-0.8291774662971467,-0.5325192777161543,-0.9076817830810658,0.08769520090616978,-0.13773963170601858,-0.5913679822083033,0.8047978669551149,-0.4884854336703983,-0.6891369780876833,0.2762002096538157,-0.6503799379482185,-0.37908374709169423,0.7801978267472288,1.610394008310417,-0.07860435180991954,-0.030382804261132462,-0.06142686276211778,-0.061426862762116625,0.2950802342824041,-0.34791825763160983,-0.7399017170160221,0.2387123034290909,0.07897452917857026,0.014031196503994479,0.2063048229763242,-0.6917800103726921,0.8727305544488586,0.13711722997531586,0.44372267303632174,-0.7951642693393789,1.1083206853593026,-0.07147091607917883,0.5099681025626278,-0.0024316901636720627,-0.5185489905833317,-1.1710121469340715,-0.3080469133343929,0.04953088724266344,0.2807312610894345,0.3816141557766536,0.6990222296210238,0.5734362170482027,-0.8396814204010085,0.7796103575114567,-0.5814102450267559,-0.5224662184657313,0.3632559738016126,-1.0808067303230402
18,subgenre-theme,novela histórica,other,100,5gram_chars_affix-punct,zscore,1,8.0,0.2849262317155553,0.2414727177258573,-0.2975837606929944,-0.8202490968891326,0.5202874453514295,-0.37059128094536575,0.2930346333075675,-0.38315366737677103,0.9159290199018562,-0.4425823201443492,-0.2274467419658539,0.16219957182710254,-0.1468541404377065,0.5910143280651545,0.6099199267171738,0.25880114368012097,-0.21151152088406797,-0.44989181027190783,0.031373514263212776,0.7841038779950145,-1.4059184661488662,0.05143156611631783,0.8832867778807584,-0.0032650982057597644,0.1972700919980173,-0.7550490808127333,-0.3228382569009983,0.1044811493824781,0.6935645613757503,-0.4456573097603103,0.7988589135974656,-0.31459514379353803,0.4857372686288004,-1.09649201429376,-0.7756055130472563,0.6909293577439866,0.8972591017024591,-0.038401869464539024,0.08904784593833648,0.7729640307230665,0.6026636488139859,0.016046274891229298,-0.4117589395537885,0.008978673207452575,-0.2932433658246641,-0.19769259093013986,0.425784941839664,-0.6509922851321848,-0.19363031729583574,0.12822212429244628,0.03360484208327663,0.4747281429288957,-0.8675785204701505,-0.14601967537430244,-0.7973561544487358,-0.4449390025096725,-0.3479793071045738,-0.3538008051665138,0.4936844782081724,-0.3927926208953121,-0.8652340142580369,0.15652613768142293,-0.5020169611936397,-0.3045560880602799,0.5956676935933989,1.5482029328147742,-0.4940568232539393,-0.0018642405207463801,0.0642273112901493,0.06422731129014814,0.10576862351392596,-0.058950430908743474,-0.2985680807663019,0.3243127099135197,-0.12518687324370195,-0.08858840216805748,0.30384545482945285,-0.6546693562446243,0.6021090899988449,0.4539230388544036,0.019874131500998562,-0.882174091948996,0.5714924547012226,-0.17699180943395482,0.12037032236297147,0.2617028959243779,-0.7206949004955044,-1.4208043806346569,-0.4244855925626225,0.057547851068744736,0.3923666187421511,0.4831295080015328,0.3837743885621439,0.6563861576720823,-0.7310286015758607,0.4408332386624523,-1.2943928332897208,0.10243212473896916,0.5353110272518202,-1.3453224868924127
19,subgenre-theme,novela histórica,other,100,5gram_chars_affix-punct,zscore,1,9.0,0.21683265317598852,-0.3293950647812888,0.05324465572298846,-0.4637437835773561,0.7738764226829161,-0.38329824634123455,0.5877485482756238,-0.22758080148121215,1.0174313647821769,-0.17021927460983038,-0.10637407799233414,0.31104068793227635,-0.10117903761880093,0.4596340728399882,0.5121888257059867,0.10017034384272996,-0.11557697196140068,-0.6108045908007892,0.03876865075499057,0.4316652318479648,-0.9908020439216269,-0.2339295729871045,0.4568353586449462,0.16124475151430362,0.2899186122975353,-0.5885978036003551,-0.14536513800150902,-0.23778171564889394,0.4851163328702485,-0.01692525628346557,0.7528649649425333,-0.3712413776865674,0.3773800393571524,-1.3747527396106356,-0.39071172999130144,0.21039310719039575,0.6131916479638978,-0.15042586740702593,0.2588862511889601,0.5697127559210468,0.7808718572973078,-0.07706463866100956,-0.4716574889941126,-0.11462162497933318,-0.22449830877721186,-0.16124536954752786,0.07704700221562688,-0.6470564263755352,-0.6286289341189556,-0.05972677902884481,0.16327469355574234,0.0980213243989834,-0.7418838135359404,-0.6434571554582224,-0.7455997788226131,-0.33845623517117923,0.1278517079376449,-0.6205164374965303,0.5208675455575806,-0.6635955300212041,-0.5165414992705062,0.2584716787692946,-0.8047262659830143,-0.35552000414062124,1.2581448169862042,1.1298756837584925,-0.7409371495558992,-0.1408335490919329,0.0956276657792162,0.0956276657792162,0.23729558799235145,-0.24139102142348545,-0.768344673550326,0.11651886572671495,0.4450903600513881,-0.0470139273526817,0.09505726270264164,-0.7722010109095043,0.5197940206278977,-0.0108086876824569,0.7382775853264898,-0.8719974413166179,0.7251686135769512,-0.3254947553497257,0.34593644554556313,-0.05523413445500972,-0.4738325000624044,-1.468870868019738,-0.4710085792712127,0.2258885251266104,0.08589854672079725,0.5258559108203484,0.1869352107439963,0.8459103873247312,-0.4217860567638307,0.820714132890322,-0.8493626889401541,-0.2822746333058664,0.322078474944585,-1.4134041640263408
20,subgenre-theme,novela histórica,other,100,5gram_chars_affix-punct,zscore,2,0.0,0.17079041783533305,-0.07421087477171184,0.2382440145624317,-0.4698479520001453,0.3091765512552963,-0.17710730108039954,0.5416952109300883,0.0918252315911261,0.21262939399097813,-0.2688742780895168,-0.12124145078783033,0.3201679954750165,-0.6958830643084158,0.3789925163137401,0.4130269220555437,0.4518567345637973,-0.06603174112778787,-0.8025607409066493,-0.04992400036899225,0.5763724177981915,-1.2438892746172423,-0.17141303534551694,0.6304110838179697,-0.24383077045263304,0.04994905636081287,-0.6661289941160249,-0.029291665635716637,-0.08386670703172283,0.8948000828965137,-0.19632670520644724,0.22453334499182376,-0.26060679508183376,0.3661039725170113,-0.8129670983202509,-0.7539239197178242,0.12747389703047424,0.6940688601311045,0.2781257779654208,0.013268135914302035,0.6666800876251441,0.4508311045556639,-0.2541810456998839,-0.5405560171031126,-0.2462882677431999,-0.030579278421308143,-0.19490391149142267,0.3499534293771376,-0.7036368574116053,-0.7551267473855598,0.0430712443060384,0.04218087660938097,0.3914954551926366,-0.7476777015320692,-0.5152031343878418,-1.0363920036473977,-0.0921496375278824,-0.42901882302004396,-0.9149871040230864,0.6601441628962366,-0.7844641780479398,-0.6625431591561743,0.4316771538915011,-0.8717691600907423,-0.3392012221999833,0.7605086187829035,1.3310033267643524,-0.30704715129603466,0.09898023910711724,0.27335023512538714,0.27335023512538803,0.1650475657673831,-0.5357568235380921,-0.4740252721105692,0.35110579784121404,0.25178380753919194,0.06776568243725968,0.3392713226221588,-0.7069302380417106,0.4063046821147439,0.3295757689509889,0.4330593231662655,-1.1480481165657084,0.7557707532921231,-0.0975000936067959,0.43044913600061774,0.08528070637623547,-0.4049130532684727,-1.200568003570601,-0.1406135502007314,0.3617901664793373,0.10915469954973256,0.5421527786034841,0.396636549405271,0.3878198325611384,-0.3613905296404226,0.5188105703692831,-1.0225390799886516,-0.19330064372685812,0.16364557588395173,-1.1014159255068072
21,subgenre-theme,novela histórica,other,100,5gram_chars_affix-punct,zscore,2,1.0,-0.10906287083575167,-0.1076824643350114,-0.1990838269012259,-0.6603885917974159,0.5174910985230436,-0.3670079922124222,0.29173205168652194,-0.1905288224916346,0.8381244863613178,-0.2371847773608956,-0.3780288895472352,0.06462730520571935,-0.2411327354453592,0.27291702876563195,0.3822961732804361,0.00536823583931359,-0.2202845870672051,-0.8357095740630329,0.020695986543318282,0.6205809063852606,-0.9335351632164955,-0.03427623091390086,0.7953468338629538,-0.08118848728816935,0.19197133695982252,-0.6096586902724653,0.18576842523100176,0.20543574695148012,0.5451908525078685,0.011520897669796635,0.3791437137505722,-0.3146513850638737,0.30825148265693114,-1.2789037742178258,-0.5302886572710119,0.20409724649125488,0.6485818869748752,0.25750838309203394,0.3014597685749939,0.4110212823098558,1.0068554337290918,-0.1760632445199895,-0.27445535648123465,-0.2064284153916013,-0.04886835584384763,0.2518076134821265,0.4892780033647484,-0.6085882463520159,-0.4944562913407751,0.4149048346960295,-0.17392483289090022,0.5616539252656098,-0.4730579320798614,-0.9046304703661084,-0.5874254488323385,-0.3509109234198373,-0.1933005085427553,-0.8796157415248335,0.5628977267366551,-0.6727847262187552,-0.4448956654675419,0.3800464804574662,-0.8397324656442461,-0.4141230258538812,1.0974475316446517,1.1951046695819632,0.09362986892337323,-0.01039311349751601,0.1734463573046227,0.17344635730462354,0.484641713971375,-0.3780754843342367,-0.4708652923086424,0.16338724945156935,0.15307070910550175,-0.2653493234404965,0.12286781264312813,-0.5606303666016649,0.5515360968082675,-0.05992270643089467,0.20407129241699992,-0.933260520303976,1.07637141307226,-0.2506530059211107,0.62447220948277,0.2944582287047149,-0.8049832983080994,-1.4617613866933314,-0.07569242464603365,-0.21951646426514426,0.04605534613723728,0.5251225146259856,0.3853847246571359,0.4972548569411348,-0.303894735659969,0.8671262572673879,-1.1254688420249952,-0.23159475938731766,0.2135583293665832,-1.4921812812111157
